,A,B,C,D,E,F,G,H
10.0,12847,12210,12210,12895,12895,12190,12424,12713
16.0,13213,12593,12593,13291,13291,12571,12862,13053
23.0,13676,13030,13030,13749,13749,13007,13310,13491
