,1,2,3,4,5,6,7,8
10.0,15757,16117,14462,17481,16576,16017,16929,15913
17.0,17106,16785,17529,17996,17971,16633,17791,18017
24.0,17939,17450,18388,18564,18802,17582,18041,18448
