,A,B,C,D,E,F,G,H,J,K
6.0,7244,8148,7876,7713,7580,7469,7244,7180,7471,7580
15.0,7561,7563,7561,8138,7912,7796,7561,7496,7799,7912
25.0,7914,7915,7914,8624,8281,8160,7914,7834,8162,8281
