,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層13,7.0,低層,13,2037168,5418,376
16.0/F中層13,16.0,中層,13,2441368,6493,376
26.0/F高層13,26.0,高層,13,2562816,6816,376
7.0/F低層20,7.0,低層,20,2355430,6118,385
16.0/F中層20,16.0,中層,20,2477090,6434,385
26.0/F高層20,26.0,高層,20,2600290,6754,385
7.0/F低層21,7.0,低層,21,2743942,6194,443
16.0/F中層21,16.0,中層,21,2883930,6510,443
26.0/F高層21,26.0,高層,21,3026133,6831,443
7.0/F低層4,7.0,低層,4,2365723,5959,397
16.0/F中層4,16.0,中層,4,2487602,6266,397
26.0/F高層4,26.0,高層,4,2610275,6575,397
7.0/F低層6,7.0,低層,6,2348173,6131,383
16.0/F中層6,16.0,中層,6,2469201,6447,383
26.0/F高層6,26.0,高層,6,2592144,6768,383
7.0/F低層7,7.0,低層,7,3197088,5877,544
16.0/F中層7,16.0,中層,7,3366272,6188,544
26.0/F高層7,26.0,高層,7,3535456,6499,544
7.0/F低層9,7.0,低層,9,2384690,6194,385
16.0/F中層9,16.0,中層,9,2506350,6510,385
26.0/F高層9,26.0,高層,9,2630705,6833,385
