,A,B,C,D,E,F,G,H,J,K
6.0,11464,9725,9112,9365,9780,9795,9610,9638,9631,9766
18.0,12245,10356,9927,10282,10341,10433,10223,10259,10492,10401
28.0,12871,10506,10412,10690,10941,11053,10980,10844,10696,11030
