,A,B,C,D,E,F,G,H,J,K
6.0,11919,9925,10415,10077,10096,10085,10762,10243,10243,9922
17.0,12586,10147,10569,10633,10699,10639,11363,9308,10788,10287
28.0,13059,10669,11225,11054,11473,10867,11948,11227,11227,10822
