,1,2,3,4,6,7,8
4.0,10150575,8475515,8457551,9553830,8484497,8983497,10408260
10.0,10794480,8740983,8724516,9841062,8749466,8865733,10696080
17.0,11079225,9038886,7990986,10172052,9047369,9169125,10843224
