,1,2,3,4,5,6,7,8
6.0,15127,14868,14899,15260,14868,15254,15012,16489
12.0,15158,15284,15312,15689,15127,15637,15257,17014
19.0,15637,15596,15796,15188,15596,15513,15800,17670
