,A,B,C,D,E,F,G,H,J,K
3.0,14649,15089,15586,14712,15110,15734,11180,16541,14676,14779
8.0,14968,15514,16282,15038,15442,15760,11451,16883,16434,15050
13.0,15279,16068,15632,15356,15768,16094,15279,17212,16793,15365
