,10,12,14,2,5,7,9
8.0,3894774,3000439,2666216,2669600,2698850,3558848,2794869
18.0,4089722,3151502,2796312,2797816,2828980,3614880,2936912
27.0,4272112,3291933,2917760,2917760,2950640,3755232,3068780
