,A,B,C,D,E,F,G
9.0,5903640,5408310,5119360,3416175,5341890,4088110,6204330
16.0,6113860,5601010,5301760,3535245,5532130,5566160,6426090
22.0,5595965,5765010,5457180,3637620,5694080,5729340,6122250
