,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6314080,11780,536,349,5,HCW
16.0/F中層A,16.0,中層,A,6451296,12036,536,351,5,HCW
25.0/F高層A,25.0,高層,A,6691960,12485,536,342,5,HCW
6.0/F低層B,6.0,低層,B,5989320,11790,508,376,4,HCW
16.0/F中層B,16.0,中層,B,6263640,12330,508,358,4,HCW
25.0/F高層B,25.0,高層,B,6314948,12431,508,341,4,HCW
6.0/F低層C,6.0,低層,C,7485202,11587,646,352,5,HCW
16.0/F中層C,16.0,中層,C,7737142,11977,646,355,5,HCW
25.0/F高層C,25.0,高層,C,7753938,12003,646,341,5,HCW
6.0/F低層D,6.0,低層,D,7142822,11057,646,364,3,HCW
16.0/F中層D,16.0,中層,D,7531714,11659,646,326,3,HCW
25.0/F高層D,25.0,高層,D,7792052,12062,646,374,4,HCW
6.0/F低層E,6.0,低層,E,5935608,11777,504,343,4,HCW
16.0/F中層E,16.0,中層,E,6225912,12353,504,312,4,HCW
25.0/F高層E,25.0,高層,E,6244056,12389,504,361,5,HCW
6.0/F低層F,6.0,低層,F,8332299,11007,757,354,4,HCW
16.0/F中層F,16.0,中層,F,8532147,11271,757,372,3,HCW
25.0/F高層F,25.0,高層,F,8927301,11793,757,382,4,HCW
6.0/F低層G,6.0,低層,G,6099912,12103,504,398,4,HCW
16.0/F中層G,16.0,中層,G,6263712,12428,504,366,4,HCW
25.0/F高層G,25.0,高層,G,6282864,12466,504,340,4,HCW
6.0/F低層H,6.0,低層,H,7277836,11266,646,353,5,HCW
16.0/F中層H,16.0,中層,H,7474866,11571,646,305,4,HCW
25.0/F高層H,25.0,高層,H,7610526,11781,646,310,4,HCW
6.0/F低層J,6.0,低層,J,7485202,11587,646,352,5,HCW
16.0/F中層J,16.0,中層,J,7737142,11977,646,355,5,HCW
25.0/F高層J,25.0,高層,J,7753938,12003,646,341,5,HCW
6.0/F低層K,6.0,低層,K,6032500,11875,508,300,4,HCW
16.0/F中層K,16.0,中層,K,6139180,12085,508,322,4,HCW
25.0/F高層K,25.0,高層,K,6257544,12318,508,326,4,HCW
