,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,4787208,4483867,4241930,5575456,5575456,4314310,4483867,6030232,4124344,4893378,4122840,5863760,4180572,4250015,4755605,4778641,4192400,6008106
18.0,4982124,4627017,4389770,5689696,5689696,4416335,4627017,6243120,4201800,4973118,4325504,5963942,4252754,4385920,4856166,4973118,4273240,6220396
28.0,5231208,4896548,4621925,6054176,6054176,4646565,4896548,6638398,4496960,5221641,4574792,6345426,4459576,4621925,5155634,5221641,4562760,6578598
