,A,B,C,D,E,F,G,H,J,K
6.0,9881968,5757200,6378400,6555500,5770200,5808435,5660290,6746600,6741700,5781472
18.0,10555190,6130752,6948900,7197400,6101190,6186769,6021347,7181300,7344400,6157392
28.0,11094802,6219552,7288400,7483000,6455190,6554429,6467220,7590800,7487200,6529760
