,lumpSum_avg,npsf_avg,unit_count,lumpSum_total,npsf_total,nfa_total,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_change,npsf_change
2019-12-15,22094824.25,20123.25,4,88379297.0,80493.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",34940704.0,28384.0,1231.0,35087481.0,28457.0,1233.0,9336810.0,12110.0,771.0,9014302.0,11542.0,781.0,-0.02018329813426356,-0.020182347141239898
2019-11-15,22549956.75,20537.75,4,90199827.0,82151.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35660839.0,28969.0,1231.0,35810019.0,29043.0,1233.0,9528789.0,12359.0,771.0,9200180.0,11780.0,781.0,0.017153216789302927,0.01714830497981823
2019-10-15,22169675.5,20191.5,4,88678702.0,80766.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35058880.0,28480.0,1231.0,35205849.0,28553.0,1233.0,9367649.999999998,12150.0,771.0,9046323.0,11583.0,781.0,-0.01927033706760728,-0.020163051390304276
2019-9-15,22605287.0,20607.0,4,90421148.0,82428.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35669456.0,28976.0,1231.0,35818650.0,29050.0,1233.0,9631332.0,12492.0,771.0,9301710.0,11910.0,781.0,-0.01321084585593102,-0.013216491883350057
2019-8-15,22907920.0,20883.0,4,91631680.0,83532.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",36145853.0,29363.0,1231.0,36298287.0,29439.0,1233.0,9760089.0,12659.0,771.0,9427451.0,12071.0,781.0,-0.0006946696920754336,-0.0006938629022610332
2019-7-15,22923844.5,20897.5,4,91695378.0,83590.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",36171704.0,29384.0,1231.0,36322947.0,29459.0,1233.0,9767028.0,12668.0,771.0,9433699.0,12079.0,781.0,0.017140750435021612,0.017145082196614814
2019-6-15,22537534.25,20545.25,4,90150137.0,82181.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35562359.0,28889.0,1231.0,35711379.0,28963.0,1233.0,9602805.0,12455.0,771.0,9273594.0,11874.0,781.0,-0.026892547285205404,-0.026002962962963005
2019-5-15,23160375.75,21093.75,4,92641503.0,84375.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",36625943.0,29753.0,1231.0,36779157.0,29829.0,1233.0,9786303.0,12693.0,771.0,9450100.0,12100.0,781.0,0.01562624823719516,0.015624059607352248
2019-4-15,22804034.25,20769.25,4,91216137.0,83077.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",36062145.0,29295.0,1231.0,36213210.0,29370.0,1233.0,9636729.0,12499.0,771.0,9304053.0,11913.0,781.0,0.025245485713758953,0.02524959583369335
2019-3-15,22242511.25,20257.75,4,88970045.0,81031.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",35174594.0,28574.0,1231.0,35321751.0,28647.0,1233.0,9399261.0,12191.0,771.0,9074439.0,11619.0,781.0,0.035598689868799216,0.03560610901655048
2019-2-15,21477925.25,19561.25,4,85911701.0,78245.0,4016,"ONTOLO(Block 7A),FO YIN RD|朗濤7A座,科研路",33965752.0,27592.0,1231.0,34108479.0,27663.0,1233.0,9076212.0,11772.0,771.0,8761258.0,11218.0,781.0,0.008530252567436891,0.008532797133392611
