,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_10,npsf_10,nfa_10,lumpSum_11,npsf_11,nfa_11,lumpSum_12,npsf_12,nfa_12,lumpSum_15,npsf_15,nfa_15,lumpSum_16,npsf_16,nfa_16,lumpSum_17,npsf_17,nfa_17,lumpSum_18,npsf_18,nfa_18,lumpSum_19,npsf_19,nfa_19,lumpSum_2,npsf_2,nfa_2,lumpSum_20,npsf_20,nfa_20,lumpSum_21,npsf_21,nfa_21,lumpSum_22,npsf_22,nfa_22,lumpSum_23,npsf_23,nfa_23,lumpSum_25,npsf_25,nfa_25,lumpSum_3,npsf_3,nfa_3,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,lumpSum_9,npsf_9,nfa_9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,4921286.761904762,14596.333333333334,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",8700054.0,12738.0,683.0,3530688.0,15762.0,224.0,4783440.0,15735.0,304.0,4732596.0,15466.0,306.0,4406300.0,13900.0,317.0,4431584.0,14024.0,316.0,4509008.0,14224.0,317.0,4487452.0,14156.0,317.0,4326399.0,14567.0,297.0,5306686.0,14189.0,374.0,4334435.0,14693.0,295.0,4328052.0,14284.0,303.0,4332895.0,14395.0,301.0,4427396.0,14236.0,311.0,3970239.0,14543.0,273.0,8609664.0,12812.0,672.0,2905320.0,15620.0,186.0,4479678.0,15237.0,294.0,3471552.0000000005,15498.0,224.0,6604527.999999999,15148.0,436.0,6669056.0,15296.0,436.0,,0.025823017154022132,0.02424933002746732
2022-11-15,4797403.333333333,14250.761904761905,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",8350358.0,12226.0,683.0,3451168.0,15407.0,224.0,4675824.0,15381.0,304.0,4626108.0,15118.0,306.0,4307396.0,13588.0,317.0,4331728.0,13708.0,316.0,4407568.0,13904.0,317.0,4413274.0,13922.0,317.0,4229280.0,14240.0,297.0,5187380.0,13870.0,374.0,4236790.0,14362.0,295.0,4230789.0,13963.0,303.0,4235070.0,14070.0,301.0,4328187.0,13917.0,311.0,3880968.0,14216.0,273.0,8265600.0,12300.0,672.0,2840034.0,15269.0,186.0,4379424.0,14896.0,294.0,3393600.0,15150.0,224.0,6455851.999999999,14807.0,436.0,6519072.0,14952.0,436.0,,-0.06845015211667871,-0.0685167720268054
2022-10-15,5149915.857142857,15299.0,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",8956179.0,13113.0,683.0,3702272.0,16528.0,224.0,5016000.0,16500.0,304.0,4962708.0,16218.0,306.0,4620592.0,14576.0,317.0,4647096.0,14706.0,316.0,4728055.0,14915.0,317.0,4734395.0,14935.0,317.0,4536972.0,15276.0,297.0,5564746.000000001,14879.0,374.0,4544770.0,15406.0,295.0,4538940.0,14980.0,303.0,4542993.0,15093.0,301.0,4720047.0,15177.0,311.0,4163250.0,15250.0,273.0,8865696.0,13193.0,672.0,3046680.0,16380.0,186.0,4698414.0,15981.0,294.0,3640000.0,16250.0,224.0,6925424.0,15884.0,436.0,6993004.0,16039.0,436.0,,0.0364466700230901,0.036447395162929386
2022-9-15,4968818.952380952,14761.0,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",8641316.0,12652.0,683.0,3572128.0,15947.0,224.0,4839680.0,15920.0,304.0,4788288.0,15648.0,306.0,4458288.0,14064.0,317.0,4483724.0,14189.0,316.0,4561947.0,14391.0,317.0,4567970.0,14410.0,317.0,4377483.0,14739.0,297.0,5369144.000000001,14356.0,374.0,4384880.0,14864.0,295.0,4379562.0,14454.0,303.0,4382861.0,14561.0,301.0,4553973.0,14643.0,311.0,4016922.0,14714.0,273.0,8553888.0,12729.0,672.0,2939358.0,15803.0,186.0,4533774.0,15421.0,294.0,3511648.0,15677.0,224.0,6681700.0,15325.0,436.0,6746664.0,15474.0,436.0,,-0.03960451938089038,-0.03960181309505728
2022-8-15,5173721.714285715,15369.666666666666,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",8997842.0,13174.0,683.0,3719296.0000000005,16604.0,224.0,5039104.0,16576.0,304.0,4985658.0,16293.0,306.0,4642148.0,14644.0,317.0,4668900.0,14775.0,316.0,4749928.0,14984.0,317.0,4756585.0,15005.0,317.0,4558059.0,15347.0,297.0,5590178.0,14947.0,374.0,4565715.0,15477.0,295.0,4560453.0,15051.0,303.0,4563461.0,15161.0,301.0,4741506.0,15246.0,311.0,4182633.0,15321.0,273.0,8906688.0,13254.0,672.0,3060444.0,16454.0,186.0,4721346.0,16059.0,294.0,3656128.0,16322.0,224.0,6957252.0,15957.0,436.0,7024832.0,16112.0,436.0,,-0.06895700788673209,-0.06895915123648211
2022-7-15,5556909.571428572,16508.04761904762,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9664450.0,14150.0,683.0,3994816.0,17834.0,224.0,5412415.999999999,17804.0,304.0,5355000.0,17500.0,306.0,4986093.0,15729.0,317.0,5014604.0,15869.0,316.0,5101798.0,16094.0,317.0,5109089.0,16117.0,317.0,4895748.0,16484.0,297.0,6003822.0,16053.0,374.0,4903785.0,16623.0,295.0,4898903.999999999,16168.0,303.0,4901183.000000001,16283.0,301.0,5092625.0,16375.0,311.0,4492488.0,16456.0,273.0,9565920.0,14235.0,672.0,3286992.0,17672.0,186.0,5071500.000000001,17250.0,294.0,3926720.0,17530.0,224.0,7472168.0,17138.0,436.0,7544980.0,17305.0,436.0,,0.01719199865672727,0.01719438160377207
2022-6-15,5462989.857142857,16229.0,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9501213.0,13911.0,683.0,3927392.0,17533.0,224.0,5320912.0,17503.0,304.0,5264424.0,17204.0,306.0,4902088.0,15464.0,317.0,4930232.0,15602.0,316.0,5015574.0,15822.0,317.0,5022865.0,15845.0,317.0,4813182.0,16206.0,297.0,5902094.0,15781.0,374.0,4820890.000000001,16342.0,295.0,4816184.999999999,15895.0,303.0,4817806.0,16006.0,301.0,5006477.999999999,16098.0,311.0,4416594.0,16178.0,273.0,9404640.0,13995.0,672.0,3231192.0,17372.0,186.0,4986534.0,16961.0,294.0,3859968.0,17232.0,224.0,7345728.0,16848.0,436.0,7416796.0,17011.0,436.0,,2.8626344380278113e-05,2.9342809104493384e-05
2022-5-15,5462833.476190476,16228.52380952381,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9500529.999999998,13910.0,683.0,3927168.0000000005,17532.0,224.0,5320912.0,17503.0,304.0,5264118.0,17203.0,306.0,4902088.0,15464.0,317.0,4930232.0,15602.0,316.0,5015257.0,15821.0,317.0,5022865.0,15845.0,317.0,4813182.0,16206.0,297.0,5901720.0,15780.0,374.0,4820595.0,16341.0,295.0,4816488.0,15896.0,303.0,4817505.0,16005.0,301.0,5006167.0,16097.0,311.0,4416594.0,16178.0,273.0,9404640.0,13995.0,672.0,3231006.0,17371.0,186.0,4986827.999999999,16962.0,294.0,3859520.0,17230.0,224.0,7345728.0,16848.0,436.0,7416360.0,17010.0,436.0,,-0.023127871421067425,-0.02312629168135716
2022-4-15,5592168.428571428,16612.714285714286,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9725920.0,14240.0,683.0,4020128.0,17947.0,224.0,5447072.0,17918.0,304.0,5388660.0,17610.0,306.0,5018110.0,15830.0,317.0,5046836.0,15971.0,316.0,5134132.0,16196.0,317.0,5142057.0,16221.0,317.0,4927230.0,16590.0,297.0,6041222.0,16153.0,374.0,4934760.0,16728.0,295.0,4931022.0,16274.0,303.0,4931283.0,16383.0,301.0,5124658.0,16478.0,311.0,4521153.0,16561.0,273.0,9627071.999999998,14326.0,672.0,3307266.0,17781.0,186.0,5105604.0,17366.0,294.0,3950464.0,17636.0,224.0,7519256.0,17246.0,436.0,7591632.0,17412.0,436.0,,-0.006036290686085022,-0.0060372778401416305
2022-3-15,5626129.380952381,16713.619047619046,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9784658.0,14326.0,683.0,4044544.0,18056.0,224.0,5480208.0,18027.0,304.0,5421402.0,17717.0,306.0,5048542.0,15926.0,317.0,5077804.0,16069.0,316.0,5165198.0,16294.0,317.0,5173440.0,16320.0,317.0,4957227.0,16691.0,297.0,6077874.0,16251.0,374.0,4964555.0,16829.0,295.0,4961322.0,16374.0,303.0,4960781.000000001,16481.0,301.0,5155758.0,16578.0,311.0,4548726.0,16662.0,273.0,9685536.0,14413.0,672.0,3327354.0000000005,17889.0,186.0,5137356.0,17474.0,294.0,3973984.0,17741.0,224.0,7565036.0,17351.0,436.0,7637412.0,17517.0,436.0,,0.016124728596502047,0.01612548347499798
2022-2-15,5536849.19047619,16448.380952380954,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9629617.0,14099.0,683.0,3980480.0,17770.0,224.0,5393264.0,17741.0,304.0,5335416.0,17436.0,306.0,4968658.0,15674.0,317.0,4997224.0,15814.0,316.0,5083412.0,16036.0,317.0,5091654.0,16062.0,317.0,4878522.0,16426.0,297.0,5981008.0,15992.0,374.0,4885495.0,16561.0,295.0,4882845.0,16115.0,303.0,4881919.0,16219.0,301.0,5073965.0,16315.0,311.0,4476654.0,16398.0,273.0,9531648.0,14184.0,672.0,3274344.0,17604.0,186.0,5056212.0,17198.0,294.0,3910592.0,17458.0,224.0,7444700.0,17075.0,436.0,7516204.0,17239.0,436.0,,-0.006249703004348128,-0.006245918288083185
2022-1-15,5571670.476190476,16551.761904761905,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9690404.0,14188.0,683.0,4005344.0,17881.0,224.0,5427312.0,17853.0,304.0,5369076.0,17546.0,306.0,5000041.0,15773.0,317.0,5028824.0,15914.0,316.0,5115112.0,16136.0,317.0,5123671.0,16163.0,317.0,4909410.0,16530.0,297.0,6018408.0,16092.0,374.0,4916175.0,16665.0,295.0,4914054.0,16218.0,303.0,4912019.0,16319.0,301.0,5105687.0,16417.0,311.0,4504773.0,16501.0,273.0,9592128.0,14274.0,672.0,3294804.0,17714.0,186.0,5088846.0,17309.0,294.0,3934784.0,17566.0,224.0,7491352.0,17182.0,436.0,7562856.0,17346.0,436.0,,0.02051661314521991,0.020519791660549958
2021-12-15,5459656.80952381,16218.952380952382,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9495749.0,13903.0,683.0,3924704.0,17521.0,224.0,5318176.0,17494.0,304.0,5261058.0,17193.0,306.0,4899552.0,15456.0,317.0,4928020.000000001,15595.0,316.0,5012404.0,15812.0,317.0,5020963.0,15839.0,317.0,4810806.0,16198.0,297.0,5897232.0,15768.0,374.0,4817350.0,16330.0,295.0,4815579.0,15893.0,303.0,4812990.0,15990.0,301.0,5002746.0,16086.0,311.0,4414410.0,16170.0,273.0,9399264.0,13987.0,672.0,3228216.0,17356.0,186.0,4987122.0,16963.0,294.0,3855264.0,17211.0,224.0,7340496.0,16836.0,436.0,7410692.0,16997.0,436.0,,-0.032225587961810964,-0.03222708416207298
2021-11-15,5641456.047619048,16759.04761904762,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9811978.0,14366.0,683.0,4055520.0,18105.0,224.0,5495408.0,18077.0,304.0,5436090.0,17765.0,306.0,5062807.0,15971.0,317.0,5092024.000000001,16114.0,316.0,5179146.0,16338.0,317.0,5188339.0,16367.0,317.0,4970889.0,16737.0,297.0,6093208.0,16292.0,374.0,4977535.0,16873.0,295.0,4976472.0,16424.0,303.0,4973122.0,16522.0,301.0,5169442.0,16622.0,311.0,4561557.0,16709.0,273.0,9712415.999999998,14453.0,672.0,3335724.0,17934.0,186.0,5153820.0,17530.0,294.0,3983392.0,17783.0,224.0,7584656.0,17396.0,436.0,7657032.0,17562.0,436.0,,0.060513014741748306,0.06051383423030332
2021-10-15,5319553.80952381,15802.761904761905,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9251918.0,13546.0,683.0,3824128.0,17072.0,224.0,5181680.0,17045.0,304.0,5126112.0,16752.0,306.0,4774020.0,15060.0,317.0,4801620.0,15195.0,316.0,4883702.0,15406.0,317.0,4892577.999999999,15434.0,317.0,4687551.0,15783.0,297.0,5745388.0,15362.0,374.0,4693450.0,15910.0,295.0,4692864.0,15488.0,303.0,4688978.0,15578.0,301.0,4874303.0,15673.0,311.0,4301388.0,15756.0,273.0,9158016.0,13628.0,672.0,3145074.0,16909.0,186.0,4860408.0,16532.0,294.0,3755584.0,16766.0,224.0,7152144.0,16404.0,436.0,7219724.000000001,16559.0,436.0,,-0.04969492452756408,-0.04969202001082429
2021-9-15,5597732.714285715,16629.095238095237,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9736165.0,14255.0,683.0,4023936.0,17964.0,224.0,5452848.0,17937.0,304.0,5393862.0,17627.0,306.0,5023816.0,15848.0,317.0,5052840.0,15990.0,316.0,5138887.0,16211.0,317.0,5148714.0,16242.0,317.0,4932576.0,16608.0,297.0,6045710.0,16165.0,374.0,4938890.0,16742.0,295.0,4938900.0,16300.0,303.0,4933691.0,16391.0,301.0,5129012.0,16492.0,311.0,4526340.0,16580.0,273.0,9637152.0,14341.0,672.0,3309498.0,17793.0,186.0,5115306.0,17399.0,294.0,3951584.0,17641.0,224.0,7525796.0,17261.0,436.0,7596864.0,17424.0,436.0,,-0.014064778579087944,-0.014068561296916582
2021-8-15,5677586.714285715,16866.380952380954,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9874814.0,14458.0,683.0,4081504.0,18221.0,224.0,5530672.0,18193.0,304.0,5470974.0,17879.0,306.0,5095457.999999999,16074.0,317.0,5125204.0,16219.0,316.0,5212431.0,16443.0,317.0,5222258.0,16474.0,317.0,5003262.0,16846.0,297.0,6131356.0,16394.0,374.0,5009100.0,16980.0,295.0,5009802.0,16534.0,303.0,5003824.0,16624.0,301.0,5202097.000000001,16727.0,311.0,4591041.0,16817.0,273.0,9774240.0,14545.0,672.0,3356556.0,18046.0,186.0,5189100.0,17650.0,294.0,4007584.0,17891.0,224.0,7633052.0,17507.0,436.0,7704992.0,17672.0,436.0,,0.033737793893532375,0.033732590854434585
2021-7-15,5492289.0,16316.0,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9551072.0,13984.0,683.0,3947552.0,17623.0,224.0,5349488.0,17597.0,304.0,5291658.0,17293.0,306.0,4928716.0,15548.0,317.0,4957408.0,15688.0,316.0,5041568.0,15904.0,317.0,5067561.999999999,15986.0,317.0,4839318.0,16294.0,297.0,5930144.0,15856.0,374.0,4844785.0,16423.0,295.0,4845879.0,15993.0,303.0,4839478.0,16078.0,301.0,5031669.0,16179.0,311.0,4440618.0,16266.0,273.0,9454368.0,14069.0,672.0,3246258.0,17453.0,186.0,5019756.0,17074.0,294.0,3875872.0,17303.0,224.0,7382788.0,16933.0,436.0,7452112.0,17092.0,436.0,,-0.020037726205443862,-0.01695333457659709
2021-6-15,5604592.285714285,16597.380952380954,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9709528.0,14216.0,683.0,4003776.0000000005,17874.0,224.0,5425488.0,17847.0,304.0,5366628.0,17538.0,306.0,4998773.0,15769.0,317.0,5027876.0,15911.0,316.0,5112893.0,16129.0,317.0,5123354.0,16162.0,317.0,4908222.0,16526.0,297.0,6014294.0,16081.0,374.0,4913520.0,16656.0,295.0,4915266.0,16222.0,303.0,4907804.999999999,16305.0,301.0,5102888.0,16408.0,311.0,4503681.0,16497.0,273.0,10303104.0,15332.0,672.0,3292200.0,17700.0,186.0,5091786.0,17319.0,294.0,3930304.0,17546.0,224.0,7487428.0,17173.0,436.0,7557624.0,17334.0,436.0,,0.023810383534716983,0.019900861463551855
2021-5-15,5474248.333333333,16273.52380952381,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",9355734.0,13698.0,683.0,3940608.0,17592.0,224.0,5340064.0,17566.0,304.0,5282172.0,17262.0,306.0,4920157.0,15521.0,317.0,4948876.0,15661.0,316.0,5032375.0,15875.0,317.0,5042836.0,15908.0,317.0,4831002.0,16266.0,297.0,5918924.0,15826.0,374.0,4835935.0,16393.0,295.0,4838304.0,15968.0,303.0,4830147.0,16047.0,301.0,5022339.0,16149.0,311.0,4432974.0,16238.0,273.0,9459072.0,14076.0,672.0,3240120.0000000005,17420.0,186.0,5012112.0,17048.0,294.0,3868032.0,17268.0,224.0,7369272.0,16902.0,436.0,7438160.0,17060.0,436.0,,,
2021-4-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2021-3-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2021-2-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2021-1-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-12-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-11-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-10-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-9-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-8-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-7-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-6-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-5-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-4-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-3-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-2-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2020-1-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-12-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-11-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-10-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-9-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-8-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-7-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-6-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
2019-5-15,,,"ONE INNOVALE(Phase 3),Block E,MA SIK RD|ONE INNOVALE3期,E座,馬適路",,,683.0,,,224.0,,,304.0,,,306.0,,,317.0,,,316.0,,,317.0,,,317.0,,,297.0,,,374.0,,,295.0,,,303.0,,,301.0,,,311.0,,,273.0,,,672.0,,,186.0,,,294.0,,,224.0,,,436.0,,,436.0,,,
