,1,11,12,13,15,16,2,3,5,6,7,8,9
3.0,6809,7841,9209,7761,7524,6809,9156,9156,7774,9156,7774,9156,7774
6.0,7597,8748,10730,8659,8393,7597,10215,10215,8674,10215,8674,10215,8674
9.0,8385,9655,11340,9557,9183,8385,11275,11275,9574,11275,9574,11275,9574
