,1,10,11,13,14,16,18,19,2,20,21,22,23,24,26,27,29,3,30,5,6,7,8
2.0,,,,5021688,4860445,5451288,5093679,5017344,5017344,3094868,,4997745,5093679,5093679,5480273,5093679,5017344,5443574,,5480273,5545621,5093679,5093679
5.0,,,,5866635,5752965,6498964,6007249,5984367,6039828,3406238,,5634087,6007249,6007249,6505815,6007249,5984367,6314104,,6505815,6583284,6007249,6007249
8.0,,,,6719160,6650958,7509223,6930923,6904686,6960564,,,6890508,6930923,6930923,7535046,6930923,6904686,7568614,,7535046,7624109,6930923,6930923
