,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,28,29,31,32,33,34,4,5,6,7,8,9
2.0,214,214,417,526,526,527,527,421,421,417,417,214,214,417,526,526,527,527,421,421,421,421,417,214,421,527,527,421,421,417
5.0,214,214,417,526,526,527,527,421,421,417,417,214,214,417,526,526,527,527,421,421,421,421,417,214,421,527,527,421,421,417
8.0,214,214,417,526,526,527,527,421,421,417,417,214,214,417,526,526,527,527,421,421,421,421,417,214,421,527,527,421,421,417
