,1,10,11,13,14,16,18,19,2,20,21,22,23,24,26,27,29,3,30,5,6,7,8
2.0,,,,421,421,527,421,417,417,214,,417,421,421,527,421,417,526,,527,527,421,421
5.0,,,,421,421,527,421,417,417,214,,417,421,421,527,421,417,526,,527,527,421,421
8.0,,,,421,421,527,421,417,417,,,417,421,421,527,421,417,526,,527,527,421,421
