,1,10,13,14,15,16,17,18,19,20,21,22,23,24,26,27,29,31,33,34,6,7,8
2.0,15794,,6907,15973,15794,6907,6716,6716,6907,15415,15404,6907,6716,6716,6716,6716,,,6907,15794,,6716,6716
4.0,16038,,7018,16221,16038,7018,6824,6824,7018,15656,15563,7018,6824,6824,6824,6824,,,7018,16038,,6824,6824
6.0,16285,,7130,16470,16285,7130,6932,6932,7130,15834,16053,7130,6932,6932,6932,6932,,,7130,16285,,6932,6932
