,A,B,C,D,E,F,G,H,J,K,L,M
2.0,15718,14497,15238,15674,17151,15201,16007,15751,16987,14667,15578,15605
5.0,16103,15184,16161,15925,15304,14961,18432,18260,17926,15390,15680,16367
7.0,17000,16492,18695,16357,18423,18946,19081,16609,18498,18527,17176,16936
