,A,B,C,D,E,F,G,H
3.0,8239,8811,8902,8430,8768,8820,8765,8817
6.0,8765,9247,9419,8850,9202,9257,9199,9254
10.0,8999,9816,9909,9411,9769,9826,9766,9824
