,A,B,C,D,E,F,G,H,J,K
6.0,8814,8699,8549,8787,8699,8852,8469,8526,8469,8469
17.0,9196,9082,8777,9079,9082,9235,8846,8901,8846,8846
27.0,9252,9426,9115,9414,9426,9581,9187,9240,9187,9391
