,A,B,C,D,E,F,G,H,J,K
7.0,5058640,4911824,4982864,4911824,3816936,4115936,4911824,4892880,4089078,3435932
20.0,5301360,5150992,5177632,5150992,3970803,4274688,5150992,5019568,4320918,3567387
32.0,5347536,5235648,5271760,5235648,4028557,4405852,5235648,5188288,4359558,3692808
