,final_address,lowest_floor,highest_floor,oneThird_floor,twoThird_floor,unit_list,noStorey,noFlat,op_date,bldgAge,est_name_en,est_name_ch
0,31 LYTTELTON RD列堤頓道,,,,,"['A', 'whole floor']",1,2,1963/10,57,blank,
