,A,B,C,D,E,F,G
9.0,20378000,20075580,18829982,18737587,18522053,18445176,19739748
24.0,20206956,21507576,19206284,19325504,19259350,19178646,20662666
39.0,22963968,23648520,21161141,20939875,20893994,20806099,21881464
