,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,9632700,15290,630
8.0/F中層A,8.0,中層,A,9834300,15610,630
11.0/F高層A,11.0,高層,A,10035900,15930,630
5.0/F低層B,5.0,低層,B,10424400,15330,680
8.0/F中層B,8.0,中層,B,10642680,15651,680
11.0/F高層B,11.0,高層,B,10860960,15972,680
5.0/F低層C,5.0,低層,C,10424400,15330,680
8.0/F中層C,8.0,中層,C,10642680,15651,680
11.0/F高層C,11.0,高層,C,10860960,15972,680
5.0/F低層D,5.0,低層,D,13940010,16023,870
8.0/F中層D,8.0,中層,D,14231460,16358,870
11.0/F高層D,11.0,高層,D,14522910,16693,870
5.0/F低層E1,5.0,低層,E1,7078960,12641,560
8.0/F中層E1,8.0,中層,E1,7230720,12912,560
11.0/F高層E1,11.0,高層,E1,7381920,13182,560
5.0/F低層E2,5.0,低層,E2,8294900,15220,545
8.0/F中層E2,8.0,中層,E2,8468755,15539,545
11.0/F高層E2,11.0,高層,E2,8642610,15858,545
5.0/F低層F,5.0,低層,F,11620205,15391,755
8.0/F中層F,8.0,中層,F,11863315,15713,755
11.0/F高層F,11.0,高層,F,12107180,16036,755
5.0/F低層G,5.0,低層,G,9395355,15277,615
8.0/F中層G,8.0,中層,G,9592155,15597,615
11.0/F高層G,11.0,高層,G,9788955,15917,615
5.0/F低層H,5.0,低層,H,14499000,16110,900
8.0/F中層H,8.0,中層,H,14802300,16447,900
11.0/F高層H,11.0,高層,H,15106500,16785,900
5.0/F低層K,5.0,低層,K,11061360,15363,720
8.0/F中層K,8.0,中層,K,11292480,15684,720
11.0/F高層K,11.0,高層,K,11524320,16006,720
5.0/F低層L,5.0,低層,L,12745565,15833,805
8.0/F中層L,8.0,中層,L,13012020,16164,805
11.0/F高層L,11.0,高層,L,13278475,16495,805
