,A,B,C,D,E,F,G,H,J
5.0,17067,16334,19248,18860,17020,16820,15718,18721,17190
10.0,17047,16501,19514,19041,17236,16713,15791,19338,16663
18.0,17957,17469,20391,19821,18087,17383,17113,19587,17932
