,A,B,C,D,E,F,G,H,J
6.0,6438966,8614362,4583112,6268712,8046186,7458660,8899440,5420784,6488832
10.0,6563040,8715567,4526352,6425576,8042109,7558650,9240000,5562144,6613824
17.0,6733557,9298923,4547250,6680824,8258643,7852680,9350880,5576776,6862800
