,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層1,6.0,低層,1,7216958,13027,554
17.0/F中層1,17.0,中層,1,7643538,13797,554
28.0/F高層1,28.0,高層,1,8076766,14579,554
6.0/F低層10,6.0,低層,10,4981986,12393,402
17.0/F中層10,17.0,中層,10,5274240,13120,402
28.0/F高層10,28.0,高層,10,5566092,13846,402
6.0/F低層2,6.0,低層,2,7216958,13027,554
17.0/F中層2,17.0,中層,2,7643538,13797,554
28.0/F高層2,28.0,高層,2,8076766,14579,554
6.0/F低層3,6.0,低層,3,4973946,12373,402
17.0/F中層3,17.0,中層,3,5266602,13101,402
28.0/F高層3,28.0,高層,3,5560866,13833,402
6.0/F低層4,6.0,低層,4,8606880,13344,645
17.0/F中層4,17.0,中層,4,9120945,14141,645
28.0/F高層4,28.0,高層,4,9642750,14950,645
6.0/F低層5,6.0,低層,5,5040678,12539,402
17.0/F中層5,17.0,中層,5,5332128,13264,402
28.0/F高層5,28.0,高層,5,5624382,13991,402
6.0/F低層6,6.0,低層,6,6367122,11493,554
17.0/F中層6,17.0,中層,6,6838022,12343,554
28.0/F高層6,28.0,高層,6,7331082,13233,554
6.0/F低層7,6.0,低層,7,6684010,12065,554
17.0/F中層7,17.0,中層,7,7152140,12910,554
28.0/F高層7,28.0,高層,7,7621378,13757,554
6.0/F低層8,6.0,低層,8,4897566,12183,402
17.0/F中層8,17.0,中層,8,5194644,12922,402
28.0/F高層8,28.0,高層,8,5498556,13678,402
6.0/F低層9,6.0,低層,9,7017600,10880,645
17.0/F中層9,17.0,中層,9,7220775,11195,645
28.0/F高層9,28.0,高層,9,7661955,11879,645
