,1,10,14,15,18,2,20,24,3,4A,5C,7
9.0,381,443,443,443,443,443,475,381,443,,,443
18.0,381,443,443,443,443,443,475,381,443,,,443
28.0,381,443,443,443,443,443,475,381,443,,,443
