,1,10,2,3,4,5,6,7,8,9
7.0,12356,11253,12239,11828,12735,11738,12356,12356,11005,12735
19.0,12116,12406,13064,12423,13587,11878,13123,13123,12456,13587
30.0,12709,12075,12966,12983,13355,11978,12894,12894,12278,13355
