,A,B,C,D,E,F,G
3.0,7496988,7496988,5416768,6656420,7424025,7089136,6656420
5.0,7582157,7582157,6221656,6732094,7508550,7035000,6732094
7.0,7667855,7667855,6371558,6807768,7593075,7238144,6807768
