,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,10877484,14484,751,305,4,KYT
13.0/F中層A,13.0,中層,A,11456505,15255,751,309,4,KYT
21.0/F高層A,21.0,高層,A,12067819,16069,751,303,4,KYT
5.0/F低層AB,5.0,低層,AB,15738099,12363,1273,156,3,KYT
13.0/F中層AB,13.0,中層,AB,16589736,13032,1273,168,3,KYT
21.0/F高層AB,21.0,高層,AB,17482109,13733,1273,152,3,KYT
5.0/F低層B,5.0,低層,B,7695324,14742,522,333,3,KYT
13.0/F中層B,13.0,中層,B,8088912,15496,522,321,3,KYT
21.0/F高層B,21.0,高層,B,8308674,15917,522,398,4,KYT
5.0/F低層C,5.0,低層,C,7431714,14237,522,383,4,KYT
13.0/F中層C,13.0,中層,C,7587792,14536,522,376,4,KYT
21.0/F高層C,21.0,高層,C,8313894,15927,522,355,3,KYT
5.0/F低層D,5.0,低層,D,9832896,14292,688,358,4,KYT
13.0/F中層D,13.0,中層,D,10330320,15015,688,357,4,KYT
21.0/F高層D,21.0,高層,D,10899296,15842,688,345,4,KYT
5.0/F低層E,5.0,低層,E,9938848,14446,688,353,3,KYT
13.0/F中層E,13.0,中層,E,10529152,15304,688,392,4,KYT
21.0/F高層E,21.0,高層,E,11259120,16365,688,384,4,KYT
5.0/F低層F,5.0,低層,F,7130464,13792,517,350,4,KYT
13.0/F中層F,13.0,中層,F,7605587,14711,517,364,4,KYT
21.0/F高層F,21.0,高層,F,8044003,15559,517,390,4,KYT
5.0/F低層G,5.0,低層,G,7079798,13694,517,339,3,KYT
13.0/F中層G,13.0,中層,G,7565778,14634,517,340,3,KYT
21.0/F高層G,21.0,高層,G,7936984,15352,517,368,3,KYT
5.0/F低層H,5.0,低層,H,10860211,14461,751,342,4,KYT
13.0/F中層H,13.0,中層,H,11441485,15235,751,351,4,KYT
21.0/F高層H,21.0,高層,H,12051297,16047,751,345,4,KYT
