,1,10,14,15,18,2,20,24,3,4A,5C,7
9.0,5856,6407,6440,6440,6576,6440,6560,5856,6579,,,6414
18.0,6170,6772,6807,6807,6956,6807,6935,6167,6964,,,6791
28.0,6489,7158,7197,7197,6917,7197,7333,6485,7369,,,7181
