,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
4.0,5333208,4932576,4948614,4284510,4279240,3961432,3961432,4932576,4941872,4320372,4569617,4007382,3984378,5333208,5333208
10.0,5520238,5106024,5138100,4434178,4425219,4105168,4105168,5106024,5075136,4419949,4743000,4152222,4128792,5520238,5520238
17.0,5738334,5307984,5325210,4847346,4873169,4266288,4266288,5307984,5275908,4892141,4956435,4314954,4290672,5738334,5738334
