,A,B,C,D,E,F,G,H
5.0,13216,13688,14036,13078,12567,13323,12608,13389
14.0,14357,15118,15097,14163,13394,14856,13888,13040
23.0,14676,16018,15992,14509,14217,15885,14396,13888
