,A,B,C,D,E,F,G,H
5.0,10009807,7303142,7243170,8867950,8984300,7408610,7176477,10118896
14.0,10162389,7661423,7199225,9186450,9303450,7533724,7558540,11353812
23.0,10695713,8083812,7382243,9668100,9791600,7719844,7582322,10805515
