,1,10,11,13,14,15,16,17,19,2,22,24,28,31,32
7.0,9333,9856,9802,9576,9576,,8655,8525,9576,9576,9806,9576,8525,9576,9300
18.0,9946,10491,10459,10219,10219,,9219,9159,10219,10219,10453,10219,9159,10219,9922
29.0,10573,11117,11134,10878,10878,,9797,9794,10878,10878,11117,10878,9794,10878,10559
