,A,B,C,D,E,F,G,H
6.0,13180,13289,13383,12677,12547,13040,13096,13018
14.0,13846,14052,14095,13223,13067,13797,14007,13684
23.0,14534,14677,14893,13981,13831,14434,14674,14520
