,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,lumpSum_B8,npsf_B8,nfa_B8,lumpSum_B9,npsf_B9,nfa_B9,nfa_avg,lumpSum_change,npsf_change
2022-12-15,8437628.846153846,16411.153846153848,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",9056495.0,17185.0,527.0,8385852.999999999,17507.0,479.0,12333895.0,16165.0,763.0,12497562.0,16401.0,762.0,12642816.0,16462.0,768.0,5770797.0,17023.0,339.0,8591729.0,15707.0,547.0,6309112.0,16516.0,382.0,6357120.0,16555.0,384.0,7281088.0,15692.0,464.0,7179008.0,15472.0,464.0,5917110.0,16715.0,354.0,7366590.0,15945.0,462.0,,-0.012882755363095355,-0.012881195952417213
2021-12-15,10393603.153846154,20215.46153846154,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",11156063.0,21169.0,527.0,10328198.0,21562.0,479.0,15190567.000000002,19909.0,763.0,15393924.0,20202.0,762.0,15577344.0,20283.0,768.0,7108152.0,20968.0,339.0,10582809.0,19347.0,547.0,7771408.0,20344.0,382.0,7830912.000000001,20393.0,384.0,8969120.0,19330.0,464.0,8845696.0,19064.0,464.0,7288506.0,20589.0,354.0,9074142.0,19641.0,462.0,,0.030888316600589327,0.030887273611661437
2021-11-15,10082181.538461538,19609.76923076923,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10821945.0,20535.0,527.0,10019243.0,20917.0,479.0,14736582.0,19314.0,763.0,14932914.0,19597.0,762.0,15108864.000000002,19673.0,768.0,6895260.0,20340.0,339.0,10266096.0,18768.0,547.0,7538770.0,19735.0,382.0,7596288.0,19782.0,384.0,8700464.0,18751.0,464.0,8579360.0,18490.0,464.0,7070088.0,19972.0,354.0,8802486.0,19053.0,462.0,,-0.007449808285172499,-0.007452081248710329
2021-10-15,10157855.615384616,19757.0,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10903103.0,20689.0,527.0,10095404.0,21076.0,479.0,14847980.0,19460.0,763.0,15044927.999999998,19744.0,762.0,15220992.0,19819.0,768.0,6947127.0,20493.0,339.0,10343223.0,18909.0,547.0,7595306.0,19883.0,382.0,7653503.999999999,19931.0,384.0,8765888.0,18892.0,464.0,8642928.0,18627.0,464.0,7123188.0,20122.0,354.0,8868552.0,19196.0,462.0,,0.011721073298591733,0.011718780774109039
2021-9-15,10040174.0,19528.153846153848,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10776623.0,20449.0,527.0,9979007.0,20833.0,479.0,14677068.0,19236.0,763.0,14871192.0,19516.0,762.0,15042816.0,19587.0,768.0,6866784.0,20256.0,339.0,10223430.0,18690.0,547.0,7507446.0,19653.0,382.0,7564799.999999999,19700.0,384.0,8664272.0,18673.0,464.0,8541776.0,18409.0,464.0,7041060.0,19890.0,354.0,8765988.0,18974.0,462.0,,0.0108501091245361,0.010846453400864986
2021-8-15,9932406.307692308,19318.615384615383,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10660683.0,20229.0,527.0,9873148.0,20612.0,479.0,14520653.000000002,19031.0,763.0,14711934.000000002,19307.0,762.0,14879231.999999998,19374.0,768.0,6793221.0,20039.0,339.0,10113483.0,18489.0,547.0,7426844.0,19442.0,382.0,7483776.000000001,19489.0,384.0,8571472.0,18473.0,464.0,8448976.0,18209.0,464.0,6965658.0,19677.0,354.0,8672202.0,18771.0,462.0,,-0.0011968655467764489,-0.0011970903942445377
2021-7-15,9944308.307692308,19341.76923076923,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10673331.0,20253.0,527.0,9885602.0,20638.0,479.0,14539728.0,19056.0,763.0,14729459.999999998,19330.0,762.0,14895360.0,19395.0,768.0,6801357.0,20063.0,339.0,10126064.0,18512.0,547.0,7436012.0,19466.0,382.0,7492992.0,19513.0,384.0,8581680.0,18495.0,464.0,8458256.0,18229.0,464.0,6973800.0,19700.0,354.0,8682366.0,18793.0,462.0,,0.002053956241336863,0.0020523815596504846
2021-6-15,9923925.0,19302.153846153848,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10651724.0,20212.0,527.0,9865963.0,20597.0,479.0,14510734.0,19018.0,763.0,14699742.000000002,19291.0,762.0,14863103.999999998,19353.0,768.0,6787458.0,20022.0,339.0,10105278.0,18474.0,547.0,7420732.0,19426.0,382.0,7477632.0,19473.0,384.0,8564512.0,18458.0,464.0,8439696.0,18189.0,464.0,6959640.0,19660.0,354.0,8664810.0,18755.0,462.0,,-0.004338713360229729,-0.004340890874606096
2021-5-15,9967169.692307692,19386.30769230769,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10697573.0,20299.0,527.0,9910031.0,20689.0,479.0,14575589.0,19103.0,763.0,14763750.0,19375.0,762.0,14926079.999999998,19435.0,768.0,6817290.0,20110.0,339.0,10149585.0,18555.0,547.0,7453201.999999999,19511.0,382.0,7510272.0,19558.0,384.0,8601632.0,18538.0,464.0,8475424.0,18266.0,464.0,6990083.999999999,19746.0,354.0,8702694.0,18837.0,462.0,,0.02757059035836229,0.027566551551204466
2021-4-15,9699742.076923076,18866.23076923077,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10410885.0,19755.0,527.0,9644665.0,20135.0,479.0,14185696.0,18592.0,763.0,14367510.000000002,18855.0,762.0,14523648.0,18911.0,768.0,6634229.999999999,19570.0,339.0,9877179.0,18057.0,547.0,7253416.0,18988.0,382.0,7309056.0,19034.0,384.0,8371024.0,18041.0,464.0,8247136.0,17774.0,464.0,6802818.000000001,19217.0,354.0,8469384.0,18332.0,462.0,,-0.0066097032123062505,-0.006614174504038117
2021-3-15,9764281.076923076,18991.846153846152,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10479922.0,19886.0,527.0,9709809.0,20271.0,479.0,14281071.0,18717.0,763.0,14463522.0,18981.0,762.0,14618112.000000002,19034.0,768.0,6678639.0,19701.0,339.0,9942819.0,18177.0,547.0,7301930.000000001,19115.0,382.0,7357823.999999999,19161.0,384.0,8427168.0,18162.0,464.0,8300959.999999999,17890.0,464.0,6848130.000000001,19345.0,354.0,8525748.0,18454.0,462.0,,0.03030164554075565,0.030300501183059048
2021-2-15,9477109.076923076,18433.30769230769,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10171627.0,19301.0,527.0,9424804.0,19676.0,479.0,13862184.0,18168.0,763.0,14038326.0,18423.0,762.0,14186496.0,18472.0,768.0,6482358.0,19122.0,339.0,9650721.0,17643.0,547.0,7087246.0,18553.0,382.0,7141248.0,18597.0,384.0,8179391.999999999,17628.0,464.0,8055968.0,17362.0,464.0,6646704.0,18776.0,354.0,8275344.0,17912.0,462.0,,0.022671060125835085,0.022669756445218292
2021-1-15,9267016.0,18024.69230769231,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",9946071.0,18873.0,527.0,9216918.0,19242.0,479.0,13556221.0,17767.0,763.0,13727430.0,18015.0,762.0,13870080.0,18060.0,768.0,6338622.0,18698.0,339.0,9436844.0,17252.0,547.0,6930243.999999999,18142.0,382.0,6983039.999999999,18185.0,384.0,7997968.0,17237.0,464.0,7876399.999999999,16975.0,464.0,6499440.0,18360.0,354.0,8091930.000000001,17515.0,462.0,,-0.02999869062811311,-0.030003849831725105
2020-12-15,9553611.846153846,18582.23076923077,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10253312.0,19456.0,527.0,9502881.0,19839.0,479.0,13976634.0,18318.0,763.0,14151864.0,18572.0,762.0,14297088.0,18616.0,768.0,6534903.0,19277.0,339.0,9728942.0,17786.0,547.0,7144546.0,18703.0,382.0,7199232.000000001,18748.0,384.0,8245744.000000001,17771.0,464.0,8118607.999999999,17497.0,464.0,6700866.0,18929.0,354.0,8342334.0,18057.0,462.0,,-0.0006725670754845758,-0.0006743004649777395
2020-11-15,9560041.615384616,18594.76923076923,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",10260163.0,19469.0,527.0,9510066.0,19854.0,479.0,13987316.0,18332.0,763.0,14161770.0,18585.0,762.0,14304768.0,18626.0,768.0,6539310.0,19290.0,339.0,9735506.0,17798.0,547.0,7149511.999999999,18716.0,382.0,7204224.0,18761.0,384.0,8251312.0,17783.0,464.0,8123248.0,17507.0,464.0,6705468.000000001,18942.0,354.0,8347877.999999999,18069.0,462.0,,,
2020-10-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-9-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-8-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-7-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-6-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-5-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-4-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-3-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-2-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2020-1-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-12-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-11-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-10-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-9-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-8-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-7-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-6-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-5-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-4-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-3-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-2-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2019-1-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2018-12-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2018-11-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2018-10-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2018-9-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2018-8-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
2018-7-15,,,"GRAND MAYFAIR I(Block 5,Phase 1A,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1A期,5座(柏瓏 I),29 錦河路",,,527.0,,,479.0,,,763.0,,,762.0,,,768.0,,,339.0,,,547.0,,,382.0,,,384.0,,,464.0,,,464.0,,,354.0,,,462.0,,,
