,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,lumpSum_B5,npsf_B5,nfa_B5,lumpSum_B6,npsf_B6,nfa_B6,lumpSum_B7,npsf_B7,nfa_B7,nfa_avg,lumpSum_change,npsf_change
2022-12-15,8506755.3,16646.6,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",15936588.0,16362.0,974.0,12116562.0,15901.0,762.0,8087388.0,17062.0,474.0,6874019.0,17671.0,389.0,8040915.999999999,16822.0,478.0,7267260.0,15972.0,455.0,6127021.0,17357.0,353.0,6064256.0,17228.0,352.0,7144263.0,15771.0,453.0,7409280.0,16320.0,454.0,,-0.012880327019747617,-0.012885512841039337
2022-1-15,10054777.9,19675.8,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18839108.0,19342.0,974.0,14320265.999999998,18793.0,762.0,9557736.0,20164.0,474.0,8124654.0,20886.0,389.0,9504074.0,19883.0,478.0,8588125.0,18875.0,455.0,7241795.0,20515.0,353.0,7169536.0,20368.0,352.0,8445279.0,18643.0,453.0,8757206.0,19289.0,454.0,,-0.040485259318856937,-0.04048103228826838
2021-12-15,10479023.9,20505.9,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",19632918.0,20157.0,974.0,14926056.0,19588.0,762.0,9961584.0,21016.0,474.0,8467363.0,21767.0,389.0,9905116.0,20722.0,478.0,8951215.0,19673.0,455.0,7547493.000000001,21381.0,353.0,7470848.000000001,21224.0,352.0,8800884.0,19428.0,453.0,9126762.0,20103.0,454.0,,0.03091503392587147,0.030913478457593957
2021-11-15,10164779.4,19891.0,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",19042674.0,19551.0,974.0,14479524.0,19002.0,762.0,9663438.0,20387.0,474.0,8213735.0,21115.0,389.0,9608278.0,20101.0,478.0,8683220.0,19084.0,455.0,7321220.0,20740.0,353.0,7245920.0,20585.0,352.0,8536785.0,18845.0,453.0,8853000.0,19500.0,454.0,,-0.0074563469779036495,-0.007459893715226706
2021-10-15,10241140.9,20040.5,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",19183904.0,19696.0,974.0,14589251.999999998,19146.0,762.0,9736908.0,20542.0,474.0,8275586.0,21274.0,389.0,9680456.0,20252.0,478.0,8749195.0,19229.0,455.0,7376288.0,20896.0,353.0,7299424.0,20737.0,352.0,8600658.0,18986.0,453.0,8919738.0,19647.0,454.0,,0.011721623127687542,0.011717251267139073
2021-9-15,10122488.9,19808.4,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18959884.0,19466.0,974.0,14420850.0,18925.0,762.0,9625044.0,20306.0,474.0,8179891.999999999,21028.0,389.0,9568604.0,20018.0,478.0,8648640.0,19008.0,455.0,7290862.0,20654.0,353.0,7213887.999999999,20494.0,352.0,8500545.0,18765.0,453.0,8816680.0,19420.0,454.0,,0.010853174696101808,0.010854422143633524
2021-8-15,10013807.3,19595.7,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18755344.0,19256.0,974.0,14266925.999999998,18723.0,762.0,9522186.0,20089.0,474.0,8091978.0,20802.0,389.0,9465834.0,19803.0,478.0,8556730.0,18806.0,455.0,7212848.999999999,20433.0,353.0,7135392.0,20271.0,352.0,8408586.0,18562.0,453.0,8722248.0,19212.0,454.0,,-0.0011988736689750867,-0.0012028971471967909
2021-7-15,10025827.0,19619.3,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18775798.0,19277.0,974.0,14285213.999999998,18747.0,762.0,9534510.0,20115.0,474.0,8102092.0,20828.0,389.0,9477306.0,19827.0,478.0,8567650.0,18830.0,455.0,7221674.0,20458.0,353.0,7142784.000000001,20292.0,352.0,8418552.0,18584.0,453.0,8732690.0,19235.0,454.0,,0.0020570108715267654,0.002058327800193993
2021-6-15,10005246.1,19579.0,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18735864.0,19236.0,974.0,14257019.999999998,18710.0,762.0,9515550.0,20075.0,474.0,8085365.0,20785.0,389.0,9458186.0,19787.0,478.0,8550815.0,18793.0,455.0,7206847.999999999,20416.0,353.0,7126944.0,20247.0,352.0,8400885.0,18545.0,453.0,8714984.0,19196.0,454.0,,-0.004331930273662077,-0.00433274681909257
2021-5-15,10048776.7,19664.2,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18815732.0,19318.0,974.0,14320266.000000002,18793.0,762.0,9558210.0,20165.0,474.0,8120764.0,20876.0,389.0,9499294.0,19873.0,478.0,8588580.0,18876.0,455.0,7238265.0,20505.0,353.0,7156864.0,20332.0,352.0,8436672.0,18624.0,453.0,8753120.0,19280.0,454.0,,0.02756403349432124,0.027559466577484315
2021-4-15,9779221.9,19136.8,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18309252.0,18798.0,974.0,13936980.0,18290.0,762.0,9302250.0,19625.0,474.0,7902924.000000001,20316.0,389.0,9244998.0,19341.0,478.0,8358805.000000001,18371.0,455.0,7044468.0,19956.0,353.0,6963968.0,19784.0,352.0,8210172.0,18124.0,453.0,8518402.0,18763.0,454.0,,-0.006609649379256233,-0.006613303433311568
2021-3-15,9844289.2,19264.2,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18429054.0,18921.0,974.0,14030705.999999998,18413.0,762.0,9365292.0,19758.0,474.0,7955828.0,20452.0,389.0,9306660.0,19470.0,478.0,8415680.0,18496.0,455.0,7091417.0,20089.0,353.0,7009024.0,19912.0,352.0,8264079.0,18243.0,453.0,8575152.0,18888.0,454.0,,0.030308204337438527,0.030308864821500192
2021-2-15,9554703.3,18697.5,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",17885562.0,18363.0,974.0,13619225.999999998,17873.0,762.0,9090372.0,19178.0,474.0,7721650.0,19850.0,389.0,9032766.0,18897.0,478.0,8168615.000000001,17953.0,455.0,6882793.999999999,19498.0,353.0,6802048.0,19324.0,352.0,8020818.000000001,17706.0,453.0,8323181.999999999,18333.0,454.0,,0.022679595579151224,0.022676927620891574
2021-1-15,9342812.1,18282.9,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",17487196.0,17954.0,974.0,13318236.0,17478.0,762.0,8889870.0,18755.0,474.0,7550879.0,19411.0,389.0,8832484.0,18478.0,478.0,7987979.999999999,17556.0,455.0,6730298.0,19066.0,353.0,6649984.0,18892.0,352.0,7842336.0,17312.0,453.0,8138858.0,17927.0,454.0,,-0.029999078361194864,-0.029997400296047805
2020-12-15,9631755.9,18848.3,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",18026792.0,18508.0,974.0,13731239.999999998,18020.0,762.0,9165264.0,19336.0,474.0,7784279.0,20011.0,389.0,9105900.0,19050.0,478.0,8235955.0,18101.0,455.0,6938567.999999999,19656.0,353.0,6854496.000000001,19473.0,352.0,8084690.999999999,17847.0,453.0,8390374.0,18481.0,454.0,,,
2020-11-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-10-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-9-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-8-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-7-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-6-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-5-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-4-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-3-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-2-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2020-1-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-12-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-11-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-10-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-9-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-8-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-7-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-6-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-5-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-4-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-3-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-2-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2019-1-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-12-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-11-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-10-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-9-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-8-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-7-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-6-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-5-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-4-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-3-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-2-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,,,
2018-1-15,,,"GRAND MAYFAIR II(Block 9,Phase 1B,GRAND MAYFAIR),29 KAM HO RD|柏瓏,1B期,9座(柏瓏 II),29 錦河路",,,974.0,,,762.0,,,474.0,,,389.0,,,478.0,,,455.0,,,353.0,,,352.0,,,453.0,,,454.0,514.4,,
