,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2020-12-15,4640546.5,15038.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4857300.0,16191.0,300.0,4347840.0,15528.0,280.0,4094439.9999999995,14623.0,280.0,4657800.0,15526.0,300.0,4533120.0,14166.0,320.0,4793376.0,14266.0,336.0,5003376.0,14891.0,336.0,4837120.0,15116.0,320.0,,0.011587636061860529,0.011357140455294346
2020-1-15,4835018.0,15668.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5080500.0,16935.0,300.0,4539920.0,16214.0,280.0,4289040.0,15318.0,280.0,4761900.0,15873.0,300.0,4735360.0,14798.0,320.0,5192880.0,15455.0,336.0,5024544.0,14954.0,336.0,5056000.0,15800.0,320.0,,-0.01836014983402534,-0.018264554077021322
2019-12-15,4925450.0,15959.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5194500.0,17315.0,300.0,4641000.0,16575.0,280.0,4385640.0,15663.0,280.0,4728300.0,15761.0,300.0,4840320.0,15126.0,320.0,5307792.0,15797.0,336.0,5136768.0,15288.0,336.0,5169280.0,16154.0,320.0,,-0.0006297993285657721,-0.0006340012523481375
2019-11-15,4928554.0,15970.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5198400.0,17328.0,300.0,4644080.0,16586.0,280.0,4389000.0,15675.0,280.0,4731000.0,15770.0,300.0,4842560.0,15133.0,320.0,5310144.0,15804.0,336.0,5140128.0,15298.0,336.0,5173120.0,16166.0,320.0,,0.032353025886044495,0.03256257526408102
2019-10-15,4774097.5,15466.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5022900.0,16743.0,300.0,4486720.0,16024.0,280.0,4241440.0,15148.0,280.0,4571400.0,15238.0,300.0,4679360.0,14623.0,320.0,5129376.0,15266.0,336.0,5063184.0,15069.0,336.0,4998400.0,15620.0,320.0,,-0.02490535708997177,-0.0249109478926961
2019-9-15,4896035.0,15861.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5151600.0,17172.0,300.0,4601240.0,16433.0,280.0,4350360.0,15537.0,280.0,4689000.0,15630.0,300.0,4799360.0,14998.0,320.0,5259072.0,15652.0,336.0,5192208.0,15453.0,336.0,5125440.0,16017.0,320.0,,0.01710589116359218,0.016901340727502934
2019-8-15,4813692.5,15597.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5092200.0,16974.0,300.0,4547760.0,16242.0,280.0,4301080.0,15361.0,280.0,4638900.0,15463.0,300.0,4535360.0,14173.0,320.0,5196912.0,15467.0,336.0,5131728.0,15273.0,336.0,5065600.0,15830.0,320.0,,-0.050541013173352245,-0.05058889768093011
2019-7-15,5069932.0,16429.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5356500.0,17855.0,300.0,4782960.0,17082.0,280.0,4525360.0,16162.0,280.0,4937100.0,16457.0,300.0,4768320.0,14901.0,320.0,5464704.0,16264.0,336.0,5396832.0,16062.0,336.0,5327680.0,16649.0,320.0,,0.012427464190639226,0.012284633810085044
2019-6-15,5007699.0,16229.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5267400.0,17558.0,300.0,4702880.0,16796.0,280.0,4451160.0,15897.0,280.0,5038200.0,16794.0,300.0,4685120.0,14641.0,320.0,5372304.0,15989.0,336.0,5306448.0,15793.0,336.0,5238080.0,16369.0,320.0,,-0.01161081691980037,-0.011721990911651159
2019-5-15,5066525.5,16422.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5310900.0,17703.0,300.0,4741240.0,16933.0,280.0,4489240.0,16033.0,280.0,5225400.0,17418.0,300.0,4719680.0,14749.0,320.0,5415648.0,16118.0,336.0,5349456.0,15921.0,336.0,5280640.0,16502.0,320.0,,0.02779067905148369,0.027723670726651273
2019-4-15,4929530.5,15979.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5167200.0,17224.0,300.0,4610760.0,16467.0,280.0,4368560.0,15602.0,280.0,5112300.0,17041.0,300.0,4587840.0,14337.0,320.0,5248656.0,15621.0,336.0,5203968.0,15488.0,336.0,5136960.0,16053.0,320.0,,0.0248198416533727,0.024844869883111187
2019-3-15,4810143.5,15591.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5009700.0,16699.0,300.0,4502120.0,16079.0,280.0,4268880.0,15246.0,280.0,4994400.0,16648.0,300.0,4478080.0,13994.0,320.0,5127024.0,15259.0,336.0,5083344.0,15129.0,336.0,5017600.0,15680.0,320.0,,0.04910195952659224,0.049163505454667744
2019-2-15,4585010.5,14861.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4767000.0,15890.0,300.0,4283160.0,15297.0,280.0,4063640.0,14513.0,280.0,4753500.0,15845.0,300.0,4258240.0,13307.0,320.0,4879056.0,14521.0,336.0,4837728.0,14398.0,336.0,4837760.0,15118.0,320.0,,0.018856581098464886,0.018801148292557412
2019-1-15,4500153.0,14586.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4685400.0,15618.0,300.0,4208680.0,15031.0,280.0,3996160.0,14272.0,280.0,4673400.0,15578.0,300.0,4182400.0,13070.0,320.0,4796064.0,14274.0,336.0,4756080.0,14155.0,336.0,4703040.0,14697.0,320.0,,0.031663306806350766,0.03179515291912405
2018-12-15,4362036.5,14137.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4532100.0,15107.0,300.0,4069800.0,14535.0,280.0,3867080.0000000005,13811.0,280.0,4491600.0,14972.0,300.0,4042560.0,12633.0,320.0,4639488.0,13808.0,336.0,4601184.0,13694.0,336.0,4652480.0,14539.0,320.0,,-0.05197067610312356,-0.0521847711311868
2018-11-15,4601162.0,14915.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4769700.0,15899.0,300.0,4364080.0,15586.0,280.0,4071760.0,14542.0,280.0,4727100.0,15757.0,300.0,4251840.0,13287.0,320.0,4883760.0,14535.0,336.0,4843776.0,14416.0,336.0,4897280.0,15304.0,320.0,,-0.054976709518469,-0.054978300123546764
2018-10-15,4868834.5,15783.5,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5046900.0,16823.0,300.0,4617200.0,16490.0,280.0,4310880.0,15396.0,280.0,5001600.0,16672.0,300.0,4496960.0,14053.0,320.0,5168688.0,15383.0,336.0,5126688.0,15258.0,336.0,5181760.0,16193.0,320.0,,-0.04346545248726097,-0.0436198656335447
2018-9-15,5090077.0,16503.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5299200.0,17664.0,300.0,4847920.0,17314.0,280.0,4528720.0,16174.0,280.0,5251800.0,17506.0,300.0,4722240.0,14757.0,320.0,5428080.0,16155.0,336.0,5384736.0,16026.0,336.0,5257920.0,16431.0,320.0,,-0.02982573627536289,-0.029826727216613058
2018-8-15,5246559.5,17010.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5461500.0,18205.0,300.0,4996320.0,17844.0,280.0,4670120.0,16679.0,280.0,5412600.0,18042.0,300.0,4867520.0,15211.0,320.0,5595744.0,16654.0,336.0,5551392.0,16522.0,336.0,5417280.0,16929.0,320.0,,0.009482757791342555,0.009502614888171834
2018-7-15,5197275.0,16850.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5413800.0,18046.0,300.0,4952920.0,17689.0,280.0,4632040.0,16543.0,280.0,5332800.0,17776.0,300.0,4825600.0,15080.0,320.0,5548032.0,16512.0,336.0,5504688.0,16383.0,336.0,5368320.0,16776.0,320.0,,0.051208031395011844,0.051135699080680164
2018-6-15,4944097.5,16030.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5157900.0,17193.0,300.0,4720800.0,16860.0,280.0,4415880.0,15771.0,280.0,5081400.0,16938.0,300.0,4471360.0,13973.0,320.0,5287296.0,15736.0,336.0,5246304.0,15614.0,336.0,5171840.0,16162.0,320.0,,0.00014119837977899508,-0.00014033446380545822
2018-5-15,4943399.5,16033.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5136000.0,17120.0,300.0,4703160.0,16797.0,280.0,4527600.0,16170.0,280.0,5060100.0,16867.0,300.0,4454400.0,13920.0,320.0,5291328.0,15748.0,336.0,5225808.0,15553.0,336.0,5148800.0,16090.0,320.0,,0.02376324255926332,0.023736740867261075
2018-4-15,4828655.0,15661.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",5014500.0,16715.0,300.0,4602080.0,16436.0,280.0,4423160.0,15797.0,280.0,4940700.0,16469.0,300.0,4351360.0,13598.0,320.0,5166672.0,15377.0,336.0,5104848.0,15193.0,336.0,5025920.0,15706.0,320.0,,0.021385261514673015,0.02137459341806003
2018-3-15,4727555.0,15333.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4908300.0,16361.0,300.0,4508000.0,16100.0,280.0,4332159.999999999,15472.0,280.0,4836300.0,16121.0,300.0,4261120.0,13316.0,320.0,5057808.0,15053.0,336.0,4998672.0,14877.0,336.0,4918080.0,15369.0,320.0,,0.018075447396152855,0.017923972483383066
2018-2-15,4643619.5,15063.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4838700.0,16129.0,300.0,4447239.999999999,15883.0,280.0,4272800.0,15260.0,280.0,4768200.0,15894.0,300.0,4202880.0,13134.0,320.0,4987584.0,14844.0,336.0,4929792.0,14672.0,336.0,4701760.0,14693.0,320.0,,0.02974519922900276,0.029833017142661733
2018-1-15,4509484.0,14627.25,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4696800.0,15656.0,300.0,4320120.0,15429.0,280.0,4148760.0,14817.0,280.0,4582800.000000001,15276.0,300.0,4081920.0,12756.0,320.0,4842768.0,14413.0,336.0,4787664.0,14249.0,336.0,4615040.0,14422.0,320.0,,0.01811078651510356,0.01805242598505341
2017-12-15,4429266.5,14367.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4618800.0,15396.0,300.0,4251520.0,15184.0,280.0,4081000.0,14575.0,280.0,4507500.0,15025.0,300.0,4074880.0,12734.0,320.0,4763808.0,14178.0,336.0,4710384.0,14019.0,336.0,4426240.0,13832.0,320.0,,0.023811961860733977,0.024237455780009354
2017-11-15,4326250.0,14027.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4458900.0,14863.0,300.0,4107320.0,14669.0,280.0,3940720.0,14074.0,280.0,4352100.0,14507.0,300.0,4227520.0,13211.0,320.0,4600176.0,13691.0,336.0,4550784.0,13544.0,336.0,4372480.0,13664.0,320.0,,0.015160591894061382,0.015335480602200358
2017-10-15,4261641.0,13816.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4214400.0,14048.0,300.0,4070640.0,14538.0,280.0,3904600.0,13945.0,280.0,4311600.0,14372.0,300.0,4191040.0,13097.0,320.0,4557840.0,13565.0,336.0,4511808.0,13428.0,336.0,4331200.0,13535.0,320.0,,0.002239471924406544,0.0022397330455834474
2017-9-15,4252118.5,13785.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4188599.9999999995,13962.0,300.0,4049359.9999999995,14462.0,280.0,3883320.0,13869.0,280.0,4352100.0,14507.0,300.0,4170240.0,13032.0,320.0,4532976.0,13491.0,336.0,4489632.0,13362.0,336.0,4350720.0,13596.0,320.0,,0.0027009917903195735,0.0027095096514915262
2017-8-15,4240664.5,13747.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4174200.0,13914.0,300.0,4039000.0,14425.0,280.0,3872399.9999999995,13830.0,280.0,4340100.0,14467.0,300.0,4160960.0,13003.0,320.0,4520208.0,13453.0,336.0,4479888.0,13333.0,336.0,4338560.0,13558.0,320.0,,0.07618677949292141,0.07631257033811223
2017-7-15,3940454.0,12773.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3880199.9999999995,12934.0,300.0,3758160.0,13422.0,280.0,3567760.0,12742.0,280.0,4037399.9999999995,13458.0,300.0,3869120.0,12091.0,320.0,4205376.0,12516.0,336.0,4170096.0000000005,12411.0,336.0,4035520.0,12611.0,320.0,,-0.042841858893008955,-0.042736564025218526
2017-6-15,4116826.5,13343.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4060800.0,13536.0,300.0,3893399.9999999995,13905.0,280.0,3732120.0,13329.0,280.0,4222500.0,14075.0,300.0,4047360.0,12648.0,320.0,4398576.0,13091.0,336.0,4361616.0,12981.0,336.0,4218240.0,13182.0,320.0,,0.005828161052653158,0.005861012956419387
2017-5-15,4092972.0,13265.625,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4041000.0000000005,13470.0,300.0,3873519.9999999995,13834.0,280.0,3715320.0,13269.0,280.0,4202400.0,14008.0,300.0,4028800.0,12590.0,320.0,4378416.0,13031.0,336.0,4388160.0,13060.0,336.0,4116160.0,12863.0,320.0,,0.0017217592929112957,0.0017273602537237753
2017-4-15,4085937.0,13242.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",4033800.0,13446.0,300.0,3865120.0,13804.0,280.0,3710000.0,13250.0,280.0,4195200.0,13984.0,300.0,4022720.0,12571.0,320.0,4372032.0,13012.0,336.0,4381104.0,13039.0,336.0,4107520.0,12836.0,320.0,,0.024837132784546245,0.02484183643856297
2017-3-15,3986913.5,12921.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3937800.0,13126.0,300.0,3769080.0,13461.0,280.0,3620960.0,12932.0,280.0,4093500.0,13645.0,300.0,3926080.0,12269.0,320.0,4266864.0,12699.0,336.0,4275264.0,12724.0,336.0,4005760.0000000005,12518.0,320.0,,0.03674383602501652,0.03771444632944165
2017-2-15,3845611.0,12452.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3834899.9999999995,12783.0,300.0,3666320.0,13094.0,280.0,3244360.0,11587.0,280.0,3984300.0,13281.0,300.0,3822080.0,11944.0,320.0,4153968.0,12363.0,336.0,4161360.0,12385.0,336.0,3897600.0,12180.0,320.0,,0.02079611304376794,0.02080195107954963
2017-1-15,3767266.5,12198.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3758699.9999999995,12529.0,300.0,3589040.0000000005,12818.0,280.0,3179120.0,11354.0,280.0,3903000.0,13010.0,300.0,3744960.0,11703.0,320.0,4069968.0,12113.0,336.0,4077024.0,12134.0,336.0,3816319.9999999995,11926.0,320.0,,0.04960195540357004,0.04960473245496111
2016-12-15,3589233.5,11621.875,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3583200.0,11944.0,300.0,3417120.0000000005,12204.0,280.0,3029880.0,10821.0,280.0,3718500.0,12395.0,300.0,3568320.0,11151.0,320.0,3878112.0000000005,11542.0,336.0,3884496.0,11561.0,336.0,3634240.0,11357.0,320.0,,-0.02419560166226664,-0.024191855583543198
2016-11-15,3678230.5,11910.0,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3674099.9999999995,12247.0,300.0,3499440.0,12498.0,280.0,3106040.0000000005,11093.0,280.0,3810600.0,12702.0,300.0,3656960.0,11428.0,320.0,3975216.0,11831.0,336.0,3980928.0,11848.0,336.0,3722560.0,11633.0,320.0,,0.01959139344711036,0.019593575105137484
2016-10-15,3607553.5,11681.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3605700.0,12019.0,300.0,3430000.0,12250.0,280.0,3047520.0,10884.0,280.0,3737400.0000000005,12458.0,300.0,3585600.0,11205.0,320.0,3899951.9999999995,11607.0,336.0,3904655.9999999995,11621.0,336.0,3649600.0,11405.0,320.0,,0.0019743392830608997,0.0019728729963008895
2016-9-15,3600445.0,11658.125,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3598800.0000000005,11996.0,300.0,3422720.0,12224.0,280.0,3042480.0,10866.0,280.0,3730200.0,12434.0,300.0,3577919.9999999995,11181.0,320.0,3893232.0,11587.0,336.0,3896928.0000000005,11598.0,336.0,3641280.0000000005,11379.0,320.0,,0.077543462655987,0.07732381513439845
2016-8-15,3341345.5,10821.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3348600.0000000005,11162.0,300.0,3183600.0,11370.0,280.0,2831640.0,10113.0,280.0,3470700.0,11569.0,300.0,3328000.0,10400.0,320.0,3623423.9999999995,10784.0,336.0,3558240.0,10590.0,336.0,3386559.9999999995,10583.0,320.0,,0.025320590518683073,0.025261138350032075
2016-7-15,3258830.0,10554.75,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3313800.0,11046.0,300.0,3098200.0,11065.0,280.0,2755480.0,9841.0,280.0,3378600.0,11262.0,300.0,3238719.9999999995,10121.0,320.0,3528000.0,10500.0,336.0,3462480.0,10305.0,336.0,3295360.0,10298.0,320.0,,-0.009635060808509954,-0.00962948193152624
2016-6-15,3290534.5,10657.375,"GOLDEN WEALTH COURT(Block A,Phase 2,GOLDEN LION GARDEN),1-3 KAK TIN ST|金獅花園,2期,A座(金富閣),1-3 隔田街",3347700.0000000005,11159.0,300.0,3127600.0000000005,11170.0,280.0,2781520.0,9934.0,280.0,3411600.0,11372.0,300.0,3269760.0,10218.0,320.0,3563280.0,10605.0,336.0,3496416.0,10406.0,336.0,3326399.9999999995,10395.0,320.0,,-0.0003712303750292856,-0.0003634658224880294
