,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,nfa_avg,lumpSum_change,npsf_change
2020-12-15,10657305.6,18946.0,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",11930380.0,17780.0,671.0,10876476.0,17628.0,617.0,7189050.0,21785.0,330.0,13459122.0,17874.0,753.0,9831500.0,19663.0,500.0,,0.008857795759382059,0.008860678608703099
2019-1-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-12-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-11-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-10-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-9-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-8-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-7-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-6-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-5-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-4-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-3-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-2-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2018-1-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-12-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-11-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-10-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-9-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-8-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-7-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-6-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-5-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-4-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-3-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-2-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2017-1-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-12-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-11-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-10-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-9-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-8-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-7-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-6-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-5-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-4-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-3-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-2-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,,,
2016-1-15,,,"THE PAVILIA FARM II(Block 7B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,7B座(柏傲莊 II),車公廟路",,,671.0,,,617.0,,,330.0,,,753.0,,,500.0,574.2,,
