,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,nfa_avg,lumpSum_change,npsf_change
2020-12-15,11562368.5,19085.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",12831612.0,19209.0,668.0,12454860.0,18871.0,660.0,10771200.0,18700.0,576.0,10191802.0,19562.0,521.0,,0.008851468980791033,0.008854001480071982
2017-9-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-8-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-7-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-6-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-5-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-4-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-3-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-2-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-1-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-12-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-11-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-10-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-9-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-8-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-7-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-6-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-5-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-4-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-3-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-2-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2016-1-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,606.25,,
