,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,nfa_avg,lumpSum_change,npsf_change
2020-12-15,11562368.5,19085.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",12831612.0,19209.0,668.0,12454860.0,18871.0,660.0,10771200.0,18700.0,576.0,10191802.0,19562.0,521.0,,0.008851468980791033,0.008854001480071982
2020-11-15,11460922.5,18918.0,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",12718720.000000002,19040.0,668.0,12346620.0,18707.0,660.0,10676160.0,18535.0,576.0,10102190.0,19390.0,521.0,,-0.04505112793839261,-0.04505186643446657
2020-10-15,12001608.5,19810.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13319920.0,19940.0,668.0,12928080.0,19588.0,660.0,11179008.0,19408.0,576.0,10579426.0,20306.0,521.0,,0.012187529248035567,0.01218577559779277
2020-9-15,11857099.75,19572.0,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13160268.0,19701.0,668.0,12771660.0,19351.0,660.0,11043648.0,19173.0,576.0,10452823.0,20063.0,521.0,,0.004710776095473657,0.004709898486929154
2020-8-15,11801505.5,19480.25,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13099480.0,19610.0,668.0,12710940.0,19259.0,660.0,10991232.0,19082.0,576.0,10404370.0,19970.0,521.0,,-0.034207465258153436,-0.03420879761034201
2020-7-15,12219503.75,20170.25,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13563740.0,20305.0,668.0,13161060.0,19941.0,660.0,11379456.0,19756.0,576.0,10773759.0,20679.0,521.0,,0.01800755209830851,0.01800540035834164
2020-6-15,12003352.75,19813.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13324596.0,19947.0,668.0,12927420.0,19587.0,660.0,11177280.0,19405.0,576.0,10584115.0,20315.0,521.0,,-0.01015432001793759,-0.010153996028326229
2020-5-15,12126489.0,20016.75,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13462204.0,20153.0,668.0,13059420.0,19787.0,660.0,11291328.0,19603.0,576.0,10693004.0,20524.0,521.0,,0.013969763371652233,0.013968390659034435
2020-4-15,11959418.75,19741.0,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13277836.0,19877.0,668.0,12878580.0,19513.0,660.0,11134656.0,19331.0,576.0,10546603.0,20243.0,521.0,,-0.030090983874336952,-0.03009310438008206
2020-3-15,12330454.25,20353.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13690660.0,20495.0,668.0,13277220.0,20117.0,660.0,11479104.0,19929.0,576.0,10874833.0,20873.0,521.0,,0.021134109430157366,0.02113409173575498
2020-2-15,12075254.5,19932.25,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13408096.0,20072.0,668.0,13002000.0,19700.0,660.0,11240640.0,19515.0,576.0,10650282.0,20442.0,521.0,,0.0003662133039026294,0.0003638644918444456
2020-1-15,12070834.0,19925.0,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13404088.0,20066.0,668.0,12996060.0,19691.0,660.0,11236032.0,19507.0,576.0,10647156.0,20436.0,521.0,,-0.02171344210028714,-0.02171378070186203
2019-12-15,12338750.75,20367.25,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13702684.0,20513.0,668.0,13283820.0,20127.0,660.0,11484288.0,19938.0,576.0,10884211.0,20891.0,521.0,,-0.0005381156729383774,-0.0005397911989498683
2019-11-15,12345394.0,20378.25,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13710700.0,20525.0,668.0,13290420.0,20137.0,660.0,11489472.0,19947.0,576.0,10890984.0,20904.0,521.0,,0.03513936539136031,0.035138292738678745
2019-10-15,11926311.0,19686.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13246440.0,19830.0,668.0,12838320.0,19452.0,660.0,11098368.0,19268.0,576.0,10522116.0,20196.0,521.0,,-0.024778991068754808,-0.02478110641881437
2019-9-15,12229341.75,20186.75,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13583780.0,20335.0,668.0,13163700.0,19945.0,660.0,11379456.0,19756.0,576.0,10790431.0,20711.0,521.0,,0.011879299800581666,0.011879848118397485
2019-8-15,12085771.25,19949.75,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13425464.0,20098.0,668.0,13008600.0,19710.0,660.0,11244672.0,19522.0,576.0,10664349.0,20469.0,521.0,,-0.04909247432064412,-0.0490949606167852
2019-7-15,12709723.0,20979.75,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",14119516.0,21137.0,668.0,13679160.0,20726.0,660.0,11824128.0,20528.0,576.0,11216088.0,21528.0,521.0,,0.017103557243171474,0.017101371988170744
2019-6-15,12495997.0,20627.0,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13883044.0,20783.0,668.0,13448160.0,20376.0,660.0,11624256.0,20181.0,576.0,11028528.0,21168.0,521.0,,-0.007959960187397641,-0.007959600817602497
2019-5-15,12596262.75,20792.5,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",13995936.0,20952.0,668.0,13555080.0,20538.0,660.0,11716416.0,20341.0,576.0,11117619.0,21339.0,521.0,,,
2019-4-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2019-3-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2019-2-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2019-1-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-12-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-11-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-10-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-9-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-8-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-7-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-6-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-5-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-4-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-3-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-2-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2018-1-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-12-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-11-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
2017-10-15,,,"THE PAVILIA FARM II(Block 5B,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,5B座(柏傲莊 II),車公廟路",,,668.0,,,660.0,,,576.0,,,521.0,,,
