,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9
3.0,9532,8942,8917,8891,8859,8966,8917,8917,9040,9390,9338,9337,9387,9084,9485,9455,9380,9435,9399,9485,9485,9338,9338,8905,9284,10288,9365,8917,8917,8942
8.0,9841,9280,9248,9216,9180,9311,9248,9248,9393,9536,9678,9630,9728,9884,9628,9770,9698,9484,9725,9628,9461,9678,9678,9173,9575,9628,9337,9248,9248,9280
12.0,10250,9668,9631,10024,9479,9533,9631,9631,10171,10325,10158,10064,10660,10140,10108,10278,10110,10054,10142,10108,10108,10158,10158,9394,9511,10108,9751,9631,9631,10349
