,A,B,C,D,E,F,G,H
4.0,4125660,3832650,3955500,3979525,3992725,3735720,3568860,4139910
8.0,4267590,3935250,4119660,4161025,4099425,4087800,3727350,4269870
12.0,4376175,4033800,4228740,4261950,4100250,4192290,3819690,4377885
