,1,10,11,12,13,14,2,2B,3,4,5,6,7,8,9
3.0,380,410,395,388,449,420,450,368,475,410,420,420,420,420,410
8.0,380,410,395,388,449,420,450,368,475,410,420,420,420,420,410
12.0,380,410,395,385,345,345,605,368,475,340,350,320,320,420,410
