,10,110,116117,13,14,15,16,17,18,20,201,21,22,223-224,23-24,2324,24,2425,25,26,27,28,29,3,30,316,4,5,516,521,528,6,604,605,606,621,625,7,706,717,720,727,8,830,9
3.0,4064400,4403960,4445995,3455190,3772608,3290664,1944827,2619500,4587660,4262160,,2619500,2300322,4816210,5365632,4816210,2619500,3991260,2855640,2920025,2652268,2897640,3128736,3954335,3066558,1961218,3646800,2979200,2222606,2619500,2909250,2619500,3375450,2619500,2619500,2619500,2619500,4104675,2619500,2606500,4403960,2580340,4512786,2855640,4491520
6.0,4143600,4483600,4526540,3520850,3395225,3353310,1985423,2668000,4670358,4338270,,2668000,2343155,4902450,5471364,5471364,2668000,4069260,2910495,2924010,2628115,2953260,3096910,4031720,3124758,2264016,3715920,3036040,2264016,2668000,2964060,2668000,3627650,2668000,2723250,2623500,2668000,4179195,2668000,2654250,4483600,2628115,3916080,2910495,4513960
9.0,3174340,4561480,4604860,3415545,2757315,2350876,2052724,2715250,3008070,2668250,,2715250,2384933,5199880,5578164,5578164,2715250,4147260,2964555,2933580,2674665,3008070,3174340,3544860,3182667,2304416,3784320,3092320,2304416,2715250,3016980,2715250,3503500,2715250,2715250,2715250,2715250,4252095,2715250,2704750,4561480,2674665,3991190,2964555,3731700
