,A,A1,A2,A3,A5,A6,A7,A8,B1,B2,B3,B5,B6,C1,C2,C3,C5,C6,C7,D1,D1D2,D2,D3,D5
23.0,,10077024,7766114,7924180,8037436,8009760,8007280,9748620,9284539,7480452,8073536,8412088,8300180,7893680,6461208,6341298,6769160,6530406,6833500,6673905,10483200,6219861,6443660,6575940
68.0,,,,,,,,,,,,,,,,,,,,,,,,
103.0,,,,,,,,,,,,,,,,,,,,,,,,
