,1,10,11,12,2,3,4,5,6,8,9
4.0,12388,12301,12530,12099,12530,12641,12862,12413,12064,12583,12495
8.0,12709,12800,12855,12413,12855,13085,13124,12733,12374,12908,12840
11.0,12948,12863,13097,12649,13097,13334,13378,13075,12608,13150,13082
