,A,A1,A2,A3,A5,A6,A7,A8,B1,B2,B3,B5,B6,C1,C2,C3,C5,C6,C7,D1,D1D2,D2,D3,D5
23.0,,17022,19562,19910,19748,19680,19820,18053,20053,18748,19984,20822,20545,19984,20709,20522,21836,21134,21625,21187,16800,20129,20786,20876
68.0,,,,,,,,,,,,,,,,,,,,,,,,
103.0,,,,,,,,,,,,,,,,,,,,,,,,
