,A,B,C,D,E,F,G,H
3.0,13412,13177,13619,13130,13140,13140,13374,13809
8.0,13983,13732,13805,13684,13694,13694,13943,14341
13.0,14183,14234,14981,14215,14226,14226,14380,14901
