,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9,B12,B18
10.0,4044790,4391900,4391900,5920185,5228550,4678000,3632290,4245090,3788200,4294080,4440375,3788200,4294080,3788200,4488560,4294080,4391900,4391900,5920185,4294080
12.0,4097720,4449250,4449250,5997330,5296950,4738800,3679650,4300115,3837490,4350240,4498125,3837490,4085280,3837490,4547080,4350240,4449250,4449250,5997330,4350240
14.0,4150315,4506600,4506600,6074475,5364900,4800000,3727380,4355495,3887090,4406040,4556250,3887090,4406040,3887090,4605600,4406040,4506600,4506600,6074475,4406040
