,1,10,11,12,13,14,15,16,17,2,3,4,45,5,6,7,78,8,9
5.0,655,720,720,720,737,890,890,890,900,715,775,773,1560,773,785,715,1370,655,685
10.0,655,720,720,720,737,857,890,890,900,715,775,773,1560,773,785,715,1370,655,685
14.0,655,684,710,720,610,857,825,890,817,715,773,775,1560,785,773,715,1370,655,685
