,1,2,3,4,5,6,7,8
4.0,11953,11353,11893,11445,12137,12170,12875,12968
8.0,12275,11661,12213,11753,12415,12496,13214,13309
12.0,12592,11962,12528,12056,12734,12813,13547,13645
