,1,10,11,12,2,3,4,5,6,7,8,9
3.0,485,385,360,435,385,400,410,390,525,345,405,380
8.0,485,385,360,435,385,400,410,390,525,345,405,380
12.0,501,385,360,435,385,400,410,390,525,345,405,380
