,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,3,4,5,6,7,8,9,F12,F6
3.0,540,565,565,555,580,530,455,335,335,335,335,410,475,425,480,503,535,560,515,474,480,410,410,410,550,530,530,555,386,388
8.0,540,565,565,555,580,530,616,335,313,335,,410,475,425,480,503,535,581,515,474,480,410,410,410,550,530,530,555,386,388
12.0,666,380,380,555,367,530,296,335,313,341,,298,475,430,480,503,515,530,490,474,480,410,410,,545,727,337,355,386,388
