,1,2,3,4,5,6,7,8,9
5.0,10441,11641,10994,10994,10994,10994,10894,10693,10901
8.0,10647,11875,11212,11212,11212,11212,11110,10905,11115
11.0,10853,12085,11430,11430,11430,11430,11325,11117,11332
