,A,B,C,D,E,F,G
3.0,6200310,6117724,6584600,7038810,6364400,6711600,7520310
7.0,6363030,6277804,6756880,7223812,6531700,6946800,7717530
11.0,6525750,6438551,6929890,7408814,6698300,7058100,7914750
