,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,26A,27,28,29,3,30,31,32,33,34,4,5,6,7,8,9
3.0,520,263,327,349,263,400,400,400,320,432,708,520,720,480,387,544,544,544,395,,500,450,406,630,544,544,545,379,410,520,298,310,400,400,400
8.0,520,263,327,344,263,400,400,373,334,311,720,520,696,477,386,544,544,544,406,,499,492,406,520,544,544,544,379,397,520,301,310,400,400,400
12.0,520,399,332,350,266,400,400,400,320,708,708,520,504,394,385,544,469,469,406,,499,450,406,520,531,531,515,379,397,530,425,310,400,388,400
