,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9
3.0,370,420,430,430,430,430,430,430,459,389,360,360,360,370,370,370,370,380,380,370,370,360,360,345,370,370,400,430,430,420
8.0,370,420,430,430,430,430,430,430,459,389,360,360,360,370,370,370,370,380,380,370,370,360,360,345,370,370,400,430,430,420
12.0,370,420,430,372,430,430,430,430,370,389,360,360,281,370,370,370,370,380,380,370,370,360,360,345,466,370,400,430,430,305
